id,language,tweet is reply,number of hashtags in tweet,number of cashtags in tweet,number of mentions in tweet,number of urls in tweet,number of photos in tweet,number of videos in tweet,presence of quoted tweet in tweet,number of replies to tweet,number of retweets to tweet,number of likes to tweet,number of words in tweet,number of special characters (ASCII) in tweet,number of non-ASCII characters in tweet,number of uppercase characters in tweet,number of digits in tweet,language in tweet is english,polarity of tweet,subjectivity of tweet,bot,number of tweets
133150362,en,0.47,0.0,0.0,0.03,0.0,0.11,0.11,0.05,0.66,0.68,6.4,12.41,1.46,0.95,1.53,0.28,0.84,0.11,0.37,0,94
24229126,en,0.9,0.49,0.23,0.18,0.05,0.0,0.0,0.01,0.23,0.06,0.49,27.79,4.71,0.45,7.86,1.08,0.98,0.07,0.38,0,196
490680780,en,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.5,23.17,4.5,0.0,4.0,1.67,1.0,0.07,0.24,0,6
15621865,en,0.28,2.05,0.04,0.55,0.71,0.14,0.14,0.24,0.26,0.56,1.58,21.92,7.86,0.19,8.12,0.76,0.98,0.12,0.31,0,450
323528161,en,0.0,0.0,0.0,3.0,0.33,0.0,0.0,0.67,0.0,0.67,1.33,13.67,8.67,0.0,7.67,2.0,1.0,0.17,0.23,0,3
521885669,en,0.24,0.1,0.0,0.1,0.31,0.1,0.1,0.21,0.17,0.0,0.72,9.0,2.41,0.45,3.72,0.03,0.93,0.14,0.27,0,29
871068722131107840,en,0.33,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.5,9.17,0.33,0.0,0.0,1.0,0.83,0.27,0.42,1,6
835256436653445121,en,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,5.0,3.0,0.0,9.0,0.0,1.0,0.9,0.9,1,1
21468757,en,0.0,2.84,0.0,0.11,0.95,0.0,0.0,0.0,0.0,0.0,0.11,12.11,4.11,0.79,3.32,0.63,0.89,0.22,0.26,0,19
556072297,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.5,0.5,0.5,1.0,1.0,0.25,0.3,0,2
33376259,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,20.57,3.86,0.14,10.43,1.0,1.0,0.2,0.46,1,7
169421357,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.8,0.75,0,1
110320343,en,0.03,0.07,0.0,0.11,0.9,0.01,0.01,0.0,0.04,0.0,0.14,15.55,3.75,0.38,3.58,0.26,0.99,0.34,0.5,0,111
573308423,en,0.01,0.0,0.0,0.0,0.97,0.0,0.0,0.02,0.03,0.0,0.01,14.18,3.62,0.26,3.29,0.01,0.99,0.36,0.48,0,102
3308374091,en,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,17.6,4.2,0.8,9.0,1.0,1.0,0.23,0.37,1,5
872895318320443398,en,0.5,0.04,0.0,0.06,0.0,0.11,0.09,0.04,0.87,5.59,35.74,9.54,1.94,0.87,4.96,0.44,0.78,0.14,0.35,0,54
209907837,en,0.36,0.05,0.62,0.11,0.08,0.15,0.15,0.16,0.44,0.2,1.69,17.48,4.46,0.09,6.04,2.89,0.91,0.13,0.38,0,1110
21539304,en,0.12,0.05,0.03,0.13,0.14,0.04,0.04,0.71,0.11,0.06,0.41,12.16,2.46,0.45,3.5,0.3,0.92,0.05,0.32,0,1363
273010158,en,0.29,0.0,0.0,0.01,0.01,0.08,0.05,0.18,0.17,0.29,1.89,13.65,1.13,1.52,2.3,0.26,0.87,0.05,0.33,0,886
916130004,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
100302387,en,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.71,0.71,12.0,2.0,0.43,2.86,0.14,1.0,0.04,0.1,0,7
840014815842181120,en,0.23,0.02,0.0,0.01,0.01,0.16,0.15,0.01,0.15,0.1,1.36,8.29,1.35,0.64,1.57,0.41,0.79,0.01,0.32,0,158
865245050,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,12
105725995,en,0.57,0.21,0.0,0.03,0.02,0.16,0.16,0.24,0.24,0.03,0.79,9.38,2.39,2.24,2.72,0.32,0.8,0.1,0.24,0,193
790629380,en,0.57,0.01,0.0,0.07,0.04,0.01,0.01,0.17,0.46,0.65,9.04,6.95,1.97,0.73,5.38,0.62,0.78,0.0,0.26,0,173
116581285,en,0.16,0.01,0.0,0.07,0.2,0.04,0.04,0.06,0.19,0.11,1.73,7.54,1.17,1.16,1.91,0.13,0.89,0.06,0.24,0,249
83548979,en,0.5,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,26.0,7.0,0.5,10.0,4.0,1.0,0.35,0.39,1,2
1267528068,en,0.79,0.36,0.0,0.15,0.08,0.09,0.09,0.09,0.32,0.11,0.77,25.96,6.26,0.83,11.21,1.53,0.91,0.14,0.39,0,53
1061027990,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,5.0,2.0,1.0,0.0,0.0,1,1
3313010533,en,0.5,0.5,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,18.0,4.0,0.5,3.0,0.5,0.0,0.12,0.15,1,4
1018572355,en,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.18,0.16,2.73,8.6,0.94,0.69,2.18,0.3,0.87,0.02,0.34,0,67
3273244490,en,0.27,0.05,0.0,0.02,0.0,0.2,0.11,0.09,0.25,0.66,2.41,11.84,1.68,0.55,2.07,0.27,0.86,0.12,0.35,0,44
34498742,en,0.97,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.31,0.03,1.72,11.34,4.17,0.07,4.1,1.9,0.79,0.07,0.37,1,29
343806394,en,0.71,0.01,0.0,0.1,0.11,0.09,0.07,0.02,0.57,0.29,3.05,11.76,2.53,0.41,5.39,0.38,0.85,0.11,0.37,0,1614
126836974,en,0.0,0.03,0.0,0.03,0.89,0.0,0.0,0.0,0.0,0.0,0.05,5.78,1.57,26.38,3.19,1.0,0.41,0.02,0.18,0,37
142616951,en,0.09,0.06,0.0,0.11,0.84,0.06,0.04,0.01,0.03,0.06,0.09,11.42,6.4,27.37,4.78,0.85,0.14,0.04,0.05,1,156
51137046,en,0.28,0.26,0.0,0.36,0.15,0.18,0.18,0.12,0.18,0.22,0.96,25.12,6.17,0.88,7.19,1.25,0.95,0.13,0.37,0,112
83843693,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,1,1
2205457395,en,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.26,0.03,0.29,1.38,7.76,0.76,1.29,1.3,0.11,0.85,-0.09,0.43,0,66
2345267670,en,0.62,0.25,0.0,0.12,0.0,0.25,0.25,0.25,0.25,0.0,2.62,9.0,3.38,1.0,4.38,0.38,0.75,0.21,0.36,0,8
312905838,en,0.95,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.24,0.15,0.9,27.08,5.49,0.0,4.47,2.3,0.97,0.08,0.39,0,739
35476238,en,0.83,0.03,0.0,0.13,0.13,0.0,0.0,0.01,0.09,0.09,1.11,15.96,4.27,0.04,5.45,0.47,0.94,0.04,0.32,1,497
2280930666,en,0.3,0.0,0.02,0.15,0.68,0.1,0.1,0.0,0.07,0.36,0.55,12.74,3.09,0.2,7.18,0.46,0.96,0.03,0.23,0,277
1692140268,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,3.5,1.0,0.5,1.5,1.0,0.5,0.12,0.5,0,2
32133286,en,0.0,0.0,0.0,3.83,1.0,0.0,0.0,0.4,0.0,0.01,0.02,4.95,5.77,0.0,6.86,2.62,1.0,0.0,0.0,0,174
25347072,en,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.5,5.0,3.5,9.0,0.0,1.0,0.0,0.38,0,2
3367362154,en,0.55,0.0,0.0,0.02,0.0,0.08,0.05,0.08,0.39,2.23,13.47,5.11,2.36,0.61,1.83,0.23,0.55,0.06,0.14,0,64
4560079812,en,0.02,1.02,0.01,0.75,0.63,0.64,0.64,0.01,0.05,0.45,1.89,23.76,7.16,0.57,12.06,1.24,0.99,0.19,0.39,0,394
118153546,en,0.29,1.12,0.0,0.07,0.07,0.76,0.6,0.09,0.21,4.29,5.8,5.87,2.87,0.83,5.82,1.23,0.77,0.03,0.09,0,82
259395895,en,0.38,0.01,0.0,0.12,0.17,0.01,0.01,0.25,62.06,199.68,624.57,14.46,2.67,1.02,3.61,0.9,0.84,0.09,0.32,0,1464
262208268,en,0.93,0.07,0.0,0.07,0.29,0.07,0.07,0.0,0.36,0.0,0.14,16.93,3.71,0.93,5.86,0.86,0.93,0.08,0.22,0,14
3241340856,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
750916074011492352,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,8.56,8.11,2.0,0.22,1.0,0.44,0.89,0.04,0.12,1,9
269449613,en,0.03,0.01,0.06,0.0,0.0,0.0,0.0,0.52,0.12,0.07,0.18,9.2,1.66,1.23,2.32,0.37,0.84,0.13,0.39,0,242
619300885,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,0.0,2.0,1.0,0.0,1.0,0.25,0.5,1,1
593400263,en,0.33,0.04,0.0,0.02,0.0,0.01,0.01,0.02,0.13,0.13,0.69,6.94,1.12,0.56,3.11,0.25,0.72,0.02,0.22,0,213
27974980,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.13,0.13,0,1
622104356,en,0.73,2.27,0.0,0.0,0.18,0.0,0.0,0.09,0.27,0.09,0.55,5.64,4.36,1.18,6.64,1.64,0.73,-0.01,0.01,0,11
3159356982,en,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.02,0.05,0.22,14.12,3.55,0.19,3.42,0.0,1.0,0.35,0.51,0,102
4111440738,en,0.12,0.75,0.0,0.0,0.5,0.75,0.75,0.0,1.12,344.75,27.0,8.75,1.5,0.0,4.0,1.38,1.0,0.02,0.19,1,8
334417203,en,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.11,6.33,1.78,1.0,2.22,0.0,0.67,0.11,0.13,1,9
331154401,en,0.0,0.75,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.19,20.88,4.06,0.81,4.06,0.44,1.0,0.27,0.47,1,16
114782468,en,0.38,0.07,0.17,0.4,0.08,0.22,0.24,0.26,4.22,11.95,44.07,15.91,5.49,0.61,7.15,1.71,0.9,0.1,0.29,0,2977
417624188,en,0.42,0.06,0.0,0.22,0.0,0.03,0.03,0.03,0.61,0.5,14.11,7.53,1.42,0.64,2.06,0.97,0.83,0.1,0.24,0,36
413366080,en,0.82,0.15,0.0,0.05,0.03,0.13,0.13,0.09,0.18,0.04,1.2,9.01,3.77,0.11,7.09,1.11,0.75,0.07,0.27,0,484
880813441249931265,en,0.44,0.0,0.0,0.0,0.0,0.04,0.04,0.41,0.3,0.0,0.63,9.04,1.37,0.26,4.67,0.22,0.89,0.03,0.24,0,27
39462935,en,0.55,0.03,0.0,0.12,0.27,0.2,0.19,0.17,0.91,2.84,7.0,14.32,3.72,0.34,4.01,0.65,0.91,0.07,0.31,0,372
332231516,en,0.23,0.66,0.0,0.0,0.02,0.09,0.09,0.11,0.11,0.64,1.17,7.34,2.79,33.38,0.68,0.15,0.4,0.02,0.02,0,47
301460420,en,0.57,0.04,0.0,0.21,0.18,0.03,0.03,0.1,0.07,0.02,0.5,11.01,3.33,0.39,5.57,0.87,0.88,0.13,0.34,0,820
456590632,en,0.67,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,4.0,0.0,9.67,0.67,0.67,0.27,0.13,0,3
2232195354,en,0.0,1.31,0.0,0.32,1.3,0.0,0.0,0.0,0.0,0.05,1.04,9.62,2.69,0.04,7.51,1.02,0.95,0.08,0.2,0,243
293227828,en,1.0,0.14,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.14,1.57,15.0,3.86,0.0,6.43,0.0,0.86,0.2,0.36,0,7
29306254,en,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,11.5,3.5,2.5,2.5,0.0,0.5,0.35,0.3,1,2
298892223,en,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.5,4.0,0.5,1.0,0.0,0.5,-0.04,0.11,0,2
405936532,en,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.39,0.04,2.83,13.13,2.0,0.74,3.39,0.13,0.96,0.18,0.42,0,23
1253611314,en,0.45,0.01,0.0,0.06,0.0,0.11,0.09,0.15,0.35,0.22,1.2,8.47,1.27,1.55,3.55,0.64,0.8,0.09,0.26,0,400
550585826,en,0.37,0.01,0.0,0.01,0.01,0.17,0.16,0.02,0.33,0.05,2.99,7.19,0.93,0.53,1.75,0.4,0.86,0.05,0.21,0,138
83211026,en,0.49,0.02,0.0,0.01,0.04,0.19,0.14,0.13,0.42,0.03,0.21,15.76,2.91,1.76,9.08,0.8,0.09,0.03,0.14,0,2468
106498703,en,0.08,0.08,0.31,2.33,0.03,0.79,0.79,0.1,2.08,1.28,8.0,21.05,6.54,0.31,13.54,1.21,1.0,0.04,0.31,0,39
4722116312,en,0.9,0.0,0.0,0.4,0.0,0.1,0.1,0.0,0.2,0.0,0.8,10.8,4.2,1.0,2.5,0.6,1.0,0.11,0.4,0,10
36357317,en,0.65,0.31,0.0,0.44,0.05,0.4,0.41,0.03,0.05,0.04,0.94,8.26,3.26,0.63,6.83,0.71,0.89,0.12,0.18,0,270
814874126473117696,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,7.0,6.0,195.0,0.0,1.0,0.15,0.35,0,1
183294525,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.06,29.65,7.27,1.0,19.01,3.36,0.98,0.1,0.36,0,5346
1856368908,en,0.44,0.0,0.0,0.0,0.0,0.02,0.02,0.29,0.41,0.13,0.85,6.11,1.25,0.83,3.23,0.29,0.56,0.03,0.28,0,189
762841146,en,1.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.33,0.0,0.44,6.33,1.78,1.22,1.44,0.89,0.89,0.11,0.22,0,9
473519962,en,0.91,0.09,0.0,0.18,0.0,0.09,0.09,0.0,0.0,0.0,0.18,10.36,2.36,2.45,5.45,0.55,0.82,-0.0,0.45,1,11
475524030,en,0.1,0.03,0.96,0.01,0.11,0.52,0.5,0.04,0.62,1.88,6.07,7.08,2.43,0.34,18.6,0.39,0.89,0.04,0.18,0,3207
132695734,en,0.09,1.01,0.0,0.26,0.4,0.17,0.15,0.3,0.15,0.06,0.52,9.64,3.03,1.08,4.02,0.31,0.85,0.22,0.33,0,169
240855991,en,0.1,0.0,0.0,0.01,0.03,0.01,0.01,0.04,0.31,0.72,2.68,6.47,0.78,0.1,0.38,0.32,0.82,0.03,0.22,0,68
2592365634,en,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0.36,29.64,8.64,0.91,8.82,0.09,1.0,0.12,0.36,0,11
1872533058,en,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,15.5,3.5,0.5,16.0,1.5,1.0,0.03,0.12,1,2
135340677,en,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,8.0,1.25,0.5,1.5,0.5,0.75,0.19,0.24,0,4
1067378947,en,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.09,0.0,0.5,7.44,1.59,0.15,3.15,0.24,0.71,0.08,0.28,0,34
269489101,en,0.74,0.32,0.02,0.01,0.05,0.22,0.22,0.04,0.23,0.31,0.92,15.56,4.04,1.85,3.65,0.79,0.33,0.02,0.06,0,323
17324802,en,0.47,0.02,0.7,0.04,0.08,0.15,0.14,0.07,0.16,0.02,0.34,7.76,3.82,0.19,5.24,0.54,0.79,0.07,0.25,0,1478
1376003718,en,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,9.5,6.3,3.5,0.0,6.9,2.1,0.9,0.02,0.05,1,10
551545289,en,0.93,0.1,0.0,0.06,0.1,0.74,0.74,0.0,0.07,0.1,0.74,6.36,2.68,0.17,4.69,0.46,0.98,0.01,0.09,0,543
81623528,en,0.38,0.06,0.0,0.01,0.03,0.09,0.1,0.03,0.23,0.06,0.38,11.52,3.69,0.56,3.48,0.48,0.9,0.07,0.26,0,326
302427757,en,0.28,1.26,4.59,1.08,0.26,0.23,0.16,0.32,0.39,3.26,2.26,17.15,9.63,0.1,27.75,2.18,0.9,0.08,0.2,0,344
289656237,en,0.26,0.0,0.0,0.0,0.0,0.03,0.03,0.16,0.13,0.06,0.42,7.19,0.81,0.71,1.48,0.06,0.84,0.07,0.35,0,31
14900564,en,0.91,0.02,0.03,0.05,0.02,0.01,0.01,0.02,0.21,0.01,0.43,16.45,8.3,0.01,5.65,1.09,0.95,0.1,0.34,0,128
233750049,en,0.07,3.48,0.0,0.05,0.38,0.3,0.29,0.51,0.03,0.1,1.42,7.29,4.21,0.06,7.38,0.29,0.81,0.02,0.08,0,1539
97094842,en,0.72,0.01,0.0,0.01,0.01,0.1,0.09,0.09,0.62,0.36,1.97,1.92,1.15,32.99,0.66,1.53,0.04,0.0,0.0,0,3774
210942947,en,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,10.0,5.6,0.4,7.2,0.2,0.8,0.2,0.29,0,5
4823232713,en,0.0,1.17,0.0,0.0,0.17,0.67,0.75,0.0,0.0,0.0,0.0,13.58,3.83,0.5,5.42,0.08,1.0,0.35,0.57,1,12
2682652547,en,0.32,0.02,0.0,0.0,0.0,0.23,0.2,0.09,0.34,0.16,3.21,11.75,1.27,0.83,2.23,0.33,0.91,0.01,0.31,1,244
30201512,en,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,9.67,2.33,0.0,6.0,0.0,1.0,0.0,0.0,0,3
48753591,en,0.06,0.0,0.0,0.67,0.67,0.11,0.11,0.06,0.33,0.67,3.72,21.17,5.28,1.72,6.33,0.17,1.0,0.15,0.43,1,18
702521357985132544,en,0.41,0.11,0.78,0.37,0.65,0.16,0.14,0.14,0.5,0.91,6.34,30.19,10.67,0.53,13.06,3.72,0.98,0.07,0.45,0,139
420444688,en,0.51,0.0,0.0,0.0,0.0,0.16,0.14,0.22,0.16,0.11,0.89,10.86,2.24,0.86,2.78,0.76,0.84,0.05,0.31,0,37
25236040,en,0.75,0.03,0.0,0.0,0.0,0.06,0.03,0.0,0.12,0.03,0.28,12.19,2.34,0.47,3.19,1.03,0.88,0.07,0.3,0,32
3474290248,en,1.0,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.29,11.57,3.71,0.14,4.71,2.71,1.0,0.23,0.23,1,7
377311474,en,0.92,0.0,0.0,0.0,0.02,0.06,0.06,0.02,0.19,0.03,0.19,14.57,3.25,35.56,3.24,0.46,0.17,0.03,0.1,0,63
36831560,en,0.51,0.04,0.0,0.07,0.01,0.1,0.11,0.23,0.11,0.04,0.3,6.4,1.58,2.03,2.42,0.37,0.76,0.04,0.2,1,229
3424761130,en,0.98,0.02,0.0,0.04,0.0,0.18,0.18,0.0,0.86,0.0,1.18,10.91,6.5,0.05,2.48,0.0,0.88,0.3,0.4,0,56
29846076,en,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.67,13.67,2.0,0.33,4.0,0.33,1.0,0.0,0.01,0,3
2703644208,en,0.44,0.0,0.0,0.0,0.0,0.22,0.11,0.0,0.28,4.22,19.44,4.94,1.5,0.83,1.33,0.94,0.72,0.04,0.13,0,18
314418557,en,0.35,0.08,0.0,0.02,0.02,0.16,0.08,0.31,0.35,0.1,0.18,8.61,1.18,0.44,2.69,0.32,0.81,0.12,0.35,0,62
897702098,en,0.29,1.57,0.0,0.0,0.43,0.14,0.14,0.14,0.0,0.0,0.43,15.14,3.71,0.14,17.29,0.0,1.0,0.05,0.18,0,7
17419236,en,1.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,3.88,0.0,4.12,0.62,0.5,-0.16,0.57,0,8
169210793,en,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1,1
868627813,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,4.5,1.5,7.5,3.5,0.5,0.15,0.17,1,2
3128979093,en,0.13,0.02,0.0,0.0,0.01,0.01,0.01,0.01,0.12,0.37,1.14,8.5,0.69,0.99,1.01,0.13,0.85,0.03,0.36,0,150
1611253465,en,0.12,0.02,0.0,0.01,0.25,0.01,0.01,0.13,0.17,0.69,3.58,9.71,1.39,0.49,2.2,0.14,0.87,0.1,0.35,0,416
2952519854,en,0.26,0.03,0.0,0.01,0.01,0.04,0.03,0.01,0.25,0.36,2.26,6.57,0.93,0.57,1.12,0.33,0.65,0.01,0.22,0,72
2617524956,en,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.22,0.11,0.67,6.89,1.56,0.11,2.89,0.11,0.78,0.25,0.42,0,9
237155054,en,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0,1
17666928,en,0.41,0.01,0.01,0.16,0.36,0.01,0.01,0.12,0.19,0.16,1.34,14.01,3.56,0.14,4.64,0.35,0.94,0.1,0.33,0,316
4552700714,en,0.08,0.03,0.0,0.06,0.0,0.02,0.02,0.32,0.11,0.04,0.39,5.82,0.64,0.64,2.37,0.28,0.82,-0.0,0.25,0,107
489789427,en,0.15,0.0,0.11,0.07,0.0,0.0,0.0,0.33,0.07,0.04,0.52,4.33,0.7,0.33,1.7,0.07,0.89,-0.04,0.26,0,27
581438790,en,0.0,2.14,0.0,0.57,0.14,0.29,0.43,0.0,0.29,1.0,10.71,16.0,5.57,1.29,8.29,0.43,0.86,0.14,0.53,1,7
3882426389,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,0.0,5.0,6.0,1.0,0.4,0.4,1,1
137463971,en,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,3.25,0.0,2.0,0.0,0.5,-0.01,0.19,0,4
27464471,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,6.0,0.0,4.0,0.0,1.0,0.27,0.24,0,1
38919937,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,11.0,0.0,7.0,0.0,1.0,-0.03,0.45,1,1
2842511329,en,0.42,1.72,0.0,0.05,0.44,0.07,0.07,0.09,0.23,0.51,1.63,10.84,4.6,0.63,8.65,1.12,0.86,0.1,0.31,0,43
20826732,en,0.44,0.32,0.0,0.19,0.02,0.06,0.06,0.14,7.17,14.99,187.35,12.94,3.61,0.38,4.07,1.93,0.92,0.09,0.32,0,540
855992594,en,0.41,0.22,0.04,0.52,0.07,0.19,0.19,0.19,0.59,0.3,1.63,24.67,5.89,0.0,7.67,0.67,0.93,0.08,0.45,0,27
34991024,en,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.2,1.4,0.8,1.4,1.8,1.0,-0.2,0.4,0,5
210992845,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,0.0,1.0,0.5,0.6,1,1
2358128353,en,0.32,0.01,0.0,0.01,0.01,0.0,0.0,0.22,0.24,0.19,1.06,5.0,1.07,0.38,1.87,0.17,0.64,-0.0,0.26,0,314
4733969520,en,0.07,0.04,0.0,0.0,0.02,0.0,0.02,0.14,0.05,0.16,0.32,7.11,0.4,0.51,2.04,0.14,0.7,0.06,0.19,0,57
29294933,en,0.83,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.0,0.0,0.67,23.83,6.33,0.0,10.67,4.0,1.0,0.09,0.45,1,6
317887815,en,0.38,0.0,0.0,0.0,0.03,0.05,0.05,0.31,0.36,0.23,4.05,9.67,1.15,0.49,2.28,0.31,0.72,0.06,0.24,0,39
395126852,en,1.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.04,0.0,0.25,8.14,1.71,0.32,2.5,0.54,0.86,0.23,0.37,1,28
47419769,en,0.79,0.34,0.06,0.1,0.0,0.03,0.04,0.13,0.29,0.06,0.54,15.06,4.0,0.57,5.84,1.05,0.86,0.14,0.35,0,200
1937392110,en,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
381370935,en,0.0,6.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,11.64,7.27,0.45,1.73,0.0,0.82,-0.01,0.18,0,11
1225365398,en,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,2.0,2.0,1.0,0.5,0.47,0,1
1439468730,en,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,7.0,0.0,1.0,0.0,0.8,0,1
382584323,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.36,0.57,1,1
2809916292,en,0.01,0.02,0.0,0.02,1.92,0.01,0.01,0.0,0.0,0.03,0.31,16.29,5.3,1.15,4.41,3.53,0.99,0.11,0.31,0,106
764517869719658496,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,5.0,1.0,1.0,-0.17,0.17,1,1
2586561330,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,1.5,0.5,2.0,1.0,0.5,0.1,0.25,0,2
1531347074,en,0.2,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.27,0.4,0.93,8.6,1.0,1.8,3.87,0.13,0.6,0.14,0.34,0,15
76410664,en,0.58,0.42,0.0,0.33,0.0,0.0,0.0,0.08,0.08,0.0,0.25,10.92,1.92,0.67,3.75,0.67,0.08,0.0,0.01,0,12
397827569,en,0.86,0.09,0.0,0.14,0.02,0.09,0.09,0.02,0.16,0.0,0.4,11.48,2.81,0.88,5.17,0.16,0.86,0.11,0.36,0,58
370316368,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,19.0,0.5,4.5,0.5,1.0,0.0,0.0,1,2
2712268791,en,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.86,9.43,2.57,1.14,0.29,0.0,0.86,0.2,0.4,0,7
