id,language,number of days between account creation and account labelling,presence of digits in name,presence of special characters (ASCII) in name,presence of non-ASCII characters in name,length of name,presence of digits in screen name,length of screen name,presence of url,number of followers,number of friends,number of listed,number of favourites,number of statuses,verified account,presence of banner,presence of default profile,presence of default profile image,number of urls in description,number of hashtags in description,number of cashtags in description,number of mentions in description,number of words in description,number of special characters (ASCII) in description,number of non-ASCII characters in description,number of uppercase characters in description,number of digits in description,language in description is english,polarity of description,subjectivity of description,bot
789285318658760704,en,304,0,0,0,8,1,8,0,4,0,0,1533,2210,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
15806448,en,3300,0,0,0,12,0,8,0,71,124,0,224,261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2358128353,en,1910,0,1,0,5,1,6,0,1309,539,4,7579,9130,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
4733969520,en,1223,0,0,1,3,0,8,0,227,196,7,6413,11467,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
700543499196706816,en,552,0,0,0,14,0,10,0,129,0,3,2116,2938,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0
339907649,en,2225,0,1,0,19,0,9,1,203,314,0,2463,8766,0,0,0,0,0,3,0,0,4,5,0,4,0,0,0.0,0.0,1
877388738472452096,en,27,0,0,1,8,1,15,0,0,0,0,42,191,0,0,1,0,0,0,0,0,2,0,11,0,0,0,0.0,0.0,1
29294933,en,3676,0,0,0,13,0,15,1,49,38,3,1941,2397,0,1,0,0,0,1,0,0,16,4,0,13,4,1,0.0,0.0,1
324976869,en,2250,0,0,0,16,0,15,1,478,0,14,2586,4248,0,0,0,0,0,0,0,2,20,9,0,3,0,1,0.5,0.5,1
308740142,en,2253,0,1,0,10,0,11,0,40,0,2,1698,2430,0,0,1,0,0,0,0,0,28,4,0,3,0,1,-0.07,0.45,1
53804061,en,3603,0,0,0,17,0,9,0,345,2764,1,614,279,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
317887815,en,2894,0,0,0,3,1,10,1,722,709,2,12744,12588,0,1,0,0,0,0,0,0,3,1,0,6,2,0,0.0,0.0,0
395126852,en,2765,0,0,0,12,1,11,0,46,622,0,3814,1785,0,1,1,0,0,0,0,0,3,0,0,1,0,1,0.0,0.0,1
460250405,en,2047,0,0,0,11,0,10,0,16,82,0,1138,1680,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0.0,0.0,1
730463619209535489,en,1100,0,0,0,15,0,12,0,162,218,6,1748,1770,0,1,0,0,0,0,0,0,12,2,3,2,0,1,-0.2,0.7,0
323022060,en,2550,0,0,0,17,0,10,0,19,44,2,491,622,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
47419769,en,3622,0,0,0,10,0,11,1,539,652,75,4442,7779,0,1,0,0,0,0,0,0,14,4,0,76,0,1,0.0,0.3,0
291214240,en,2474,0,1,0,8,0,15,1,13,19,1,2602,3532,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1
771941090870067201,en,300,0,0,0,14,0,14,0,0,0,0,169,383,0,0,1,0,0,0,0,0,13,4,1,1,0,0,0.0,0.0,0
877428281628340224,en,28,0,0,1,11,1,14,0,0,0,0,33,252,0,0,1,0,0,0,0,0,5,0,26,0,0,0,0.0,0.0,1
1937392110,en,1413,0,0,0,4,0,13,1,23,28,0,398,567,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2840292952,en,1032,0,0,0,14,0,14,0,24,51,0,912,1353,0,1,1,0,0,0,0,0,6,1,0,1,0,1,0.0,0.0,1
2487271489,en,1201,0,0,0,11,1,14,0,3,0,0,792,785,0,1,0,0,0,0,0,0,13,5,0,17,0,1,0.17,0.47,1
877496259803848705,en,28,0,0,1,11,1,15,0,0,0,0,23,109,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
771921351317872641,en,301,0,0,0,13,1,15,0,20,45,1,1332,1332,0,1,1,0,0,0,0,0,18,4,0,8,0,1,0.0,0.03,1
2393845774,en,1866,0,0,0,11,0,11,0,33,64,3,527,811,0,1,1,0,0,3,0,0,9,4,0,6,0,1,0.05,0.05,0
381370935,en,2695,0,0,0,11,0,9,1,90,314,8,1580,3052,0,1,0,0,0,0,0,0,27,7,0,6,0,1,0.1,0.4,0
701781459342860288,en,547,0,0,0,19,0,13,0,26,0,0,1202,1713,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0.0,0.0,1
1225365398,en,2099,0,0,0,16,0,15,0,144,402,2,1932,3187,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
765660812438605824,en,327,0,0,0,12,1,13,0,18,0,1,1234,1235,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0.0,0.0,1
772439580184313856,en,298,0,0,0,13,0,13,0,0,0,0,48,124,0,0,1,0,0,0,0,0,8,2,0,2,0,1,0.0,0.0,0
1439468730,en,2167,0,0,0,13,0,15,0,52,155,0,184,280,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
459113650,en,2649,0,0,0,16,0,15,1,226,935,1,3119,469,0,1,0,0,0,0,0,2,16,2,0,1,0,1,0.35,0.4,1
877529228924801024,en,28,0,0,1,11,1,15,0,0,0,0,41,213,0,0,1,0,0,0,0,0,10,3,35,0,0,0,0.0,0.0,1
388044873,en,2139,0,1,0,12,1,10,0,6,8,0,1618,2348,0,0,1,0,0,0,0,0,7,4,0,3,0,1,0.0,0.0,1
2734724278,en,1746,1,1,0,7,1,6,1,7369,4428,55,65480,41642,0,1,0,0,0,1,0,0,4,4,0,11,0,1,0.0,0.0,0
382584323,en,2760,0,0,0,6,0,11,1,21,13,1,1520,2184,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
860758730,en,1785,0,0,1,13,0,5,0,34,56,0,2239,3714,0,1,0,0,0,0,0,0,5,1,0,0,0,1,0.1,0.2,1
4218557354,en,644,0,0,0,13,0,15,0,17,22,0,1390,2082,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2809916292,en,1706,0,0,0,12,1,8,1,36,93,1,681,3395,0,1,1,0,0,0,0,0,3,0,1,3,0,0,0.0,0.0,0
4111668373,en,701,0,0,0,14,0,13,0,22,47,17,2797,4593,0,1,1,0,0,0,0,0,14,3,17,0,2,1,0.6,0.9,1
137600665,en,2670,0,0,0,9,0,8,0,2,20,0,1214,1795,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
862566854,en,1763,0,0,0,17,1,15,0,0,0,0,2243,2246,0,0,1,0,0,0,0,0,25,2,0,3,0,1,-0.16,0.65,1
772532314656112641,en,298,0,0,0,10,0,9,0,0,0,0,75,160,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0.0,0.0,0
764517869719658496,en,837,0,0,0,15,0,8,0,437,20,0,1427,2074,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2586561330,en,1783,0,0,0,13,0,11,0,252,262,0,3111,508,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0.85,1.0,0
1531347074,en,2158,0,0,0,9,0,12,0,163,199,2,7620,6948,0,1,1,0,0,0,0,0,12,0,6,0,0,1,0.57,0.72,0
76410664,en,3522,0,0,1,14,0,8,0,68,212,0,317,531,0,0,0,0,0,0,0,0,5,2,0,4,0,1,0.0,0.0,0
4380248597,en,628,0,0,0,14,0,13,0,20,0,1,1976,2599,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
822449183005163520,en,497,0,0,0,14,0,12,0,5,2,0,1793,2650,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0.0,0.0,1
725151388884324352,en,552,0,0,0,2,0,9,0,8,53,0,2403,3045,0,1,1,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0,1
793819867883405312,en,239,0,0,0,8,0,8,0,0,0,0,58,137,0,0,1,0,0,0,0,0,5,6,0,6,0,1,0.0,0.0,0
4442138975,en,808,0,0,0,6,1,12,0,33,676,0,3959,4028,0,1,0,0,0,0,0,0,18,13,0,16,0,1,-0.01,0.46,1
877302261785001984,en,27,0,0,1,14,1,15,0,1,0,0,49,449,0,0,1,0,0,0,0,0,5,0,27,0,0,0,0.0,0.0,1
877492309742542848,en,31,0,0,1,10,1,15,0,1,0,0,218,1260,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
352751263,en,2172,0,0,0,16,1,10,0,113,0,8,1796,2677,0,1,0,0,0,0,0,0,10,6,0,0,6,1,0.0,0.0,1
35487457,en,3005,0,0,0,18,0,12,0,92,0,0,430,587,0,1,0,0,0,0,0,0,7,1,0,1,0,1,0.0,0.0,0
397827569,en,2761,0,0,0,14,0,11,0,206,1736,5,2078,3100,0,1,0,0,0,0,0,0,9,1,0,1,0,1,0.0,0.0,0
797630028100079616,en,229,0,0,0,10,0,10,0,0,0,0,137,300,0,0,1,0,0,0,0,0,29,2,0,35,0,1,0.05,0.55,0
903989810,en,1764,0,0,0,8,1,10,0,21,0,0,2517,3557,0,1,0,0,0,0,0,0,14,5,1,14,0,1,0.0,0.0,1
370316368,en,2706,0,0,0,14,0,13,0,6,29,0,373,460,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
34165143,en,3046,0,0,0,10,1,12,0,87,66,1,2423,3439,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2712268791,en,1767,0,0,0,6,1,15,0,94,189,0,1826,2422,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0.0,0.0,0
772264107336753152,en,299,0,0,0,15,0,15,0,1,0,0,63,165,0,0,1,0,0,0,0,0,6,1,0,1,2,1,0.0,0.0,0
257795156,en,2315,0,1,0,12,0,15,0,334,0,0,111,10740,0,1,0,0,0,0,0,0,5,1,0,3,0,1,0.0,0.0,0
125562698,en,2705,0,0,0,9,1,8,0,32,314,0,1986,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
772126485679308804,en,299,0,0,0,14,0,14,0,4,0,0,142,279,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0,0
277937150,en,2331,0,0,0,12,0,7,0,17,1425,1,685,933,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
824497778088816640,en,172,0,0,0,14,0,14,0,2,0,1,168,295,0,0,1,0,0,0,0,0,7,3,25,1,0,0,0.0,0.0,0
175070708,en,2576,0,0,0,20,1,7,1,21,8,0,232,334,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
399711436,en,2121,0,0,0,8,1,10,0,81,170,1,2373,4435,0,0,0,0,0,3,0,0,14,8,8,14,0,1,-0.12,0.2,1
871967356192346112,en,699,0,0,1,1,0,6,0,189,204,0,2273,1939,0,1,1,0,0,0,0,0,3,0,0,0,0,1,-0.15,0.4,0
44294369,en,3487,0,0,0,1,1,14,0,141,284,3,2479,27017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
319522026,en,2240,0,0,1,8,0,12,1,4,0,1,1895,2633,0,0,0,0,0,0,0,0,7,1,0,0,2,1,0.5,0.6,1
890650614094540802,en,2,0,0,1,15,1,14,0,3,0,5,171,305,0,1,1,0,0,0,0,0,4,0,13,13,0,0,0.0,0.0,0
130544790,en,2696,0,0,0,13,1,14,0,7,0,0,1699,2496,0,0,0,0,0,0,0,0,22,7,0,0,3,1,0.5,1.0,1
81076159,en,2870,0,0,0,17,1,15,0,11,1,0,1574,2322,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
138430826,en,2674,0,0,0,7,0,8,0,32,0,1,2373,4084,0,1,0,0,0,0,0,0,2,2,0,2,0,1,0.0,0.0,1
4580402119,en,1248,0,1,1,12,1,11,1,694,537,4,42683,7492,0,1,1,0,0,0,0,2,5,9,5,0,4,0,0.0,0.0,0
832266624900136960,en,819,0,0,0,25,0,8,0,116,10,0,390,1007,0,1,0,0,0,1,0,0,25,8,0,8,0,1,0.1,0.27,0
268480774,en,2587,0,0,0,6,1,8,0,17,108,0,952,2692,0,1,0,0,0,0,0,0,12,3,0,22,0,1,0.5,0.89,1
202648252,en,2506,0,0,0,12,0,8,0,47,0,0,1051,1677,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2920160187,en,1615,0,0,0,13,1,12,0,363,59,25,1003,10344,0,0,0,0,0,0,0,0,18,6,0,6,2,1,0.5,0.6,0
42564468,en,3012,0,0,0,15,0,15,0,206,0,3,2205,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
4040093968,en,1300,0,1,0,18,0,10,0,177,455,0,2297,7195,0,1,0,0,0,0,0,0,1,0,1,5,0,0,0.0,0.0,0
1292011651,en,2245,0,0,0,10,0,10,1,719,289,0,22798,5186,0,1,0,0,0,0,0,0,5,0,0,0,1,1,0.2,0.4,0
236380708,en,2598,0,0,0,14,1,11,1,20,164,1,430,568,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
822958445708054529,en,832,0,0,0,4,0,8,0,18,330,0,2328,899,0,0,1,0,0,0,0,0,5,2,0,0,1,1,0.0,0.0,1
299891017,en,2923,0,0,0,9,0,8,0,318,1607,81,1605,7564,0,1,1,0,0,0,0,0,9,9,0,9,0,1,0.0,0.0,0
862612656,en,1763,0,0,0,17,1,15,0,0,58,1,2241,2242,0,0,1,0,0,0,0,0,9,2,0,1,0,1,0.0,0.0,1
192890132,en,2944,0,0,0,15,0,9,1,9,36,0,941,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
829426261906882562,en,271,0,0,0,6,1,15,0,0,216,0,48,590,0,1,1,0,0,0,0,0,11,4,0,2,0,1,-0.55,0.63,1
717635837,en,2022,0,0,0,11,0,8,0,35,96,1,2033,2592,0,1,1,0,0,0,0,0,5,0,0,2,0,1,0.0,0.0,1
1832181,en,4440,0,0,0,14,0,13,0,7837,551,418,10536,78369,1,0,0,0,0,0,1,1,17,12,0,8,0,1,-0.17,0.33,0
3065666436,en,1533,0,0,1,5,0,8,0,450,353,1,15438,9503,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0
2944686696,en,971,0,0,0,5,0,9,0,7,0,0,1577,2233,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
189137143,en,2540,0,0,0,9,1,12,0,36,82,7,1114,1647,0,0,0,0,0,0,0,1,6,1,0,13,0,1,0.0,0.0,1
2290005901,en,1950,0,0,0,9,0,9,1,213,502,20,574,1087,0,1,0,0,0,0,0,1,18,6,0,4,2,1,0.11,0.34,0
242484876,en,2743,0,0,0,15,1,13,1,84,90,4,2136,2939,0,1,0,0,1,0,0,1,6,3,0,5,0,1,0.5,1.0,1
149163313,en,2645,0,0,0,20,1,7,0,18,0,0,1665,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
36647981,en,3472,0,0,0,11,0,12,0,9,91,0,939,677,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
894361558087720960,en,30,0,0,1,11,1,15,0,0,0,0,118,157,0,0,1,0,0,0,0,0,9,3,39,2,0,0,0.0,0.0,0
536823399,en,1978,0,0,0,12,1,10,1,32,76,2,2391,3242,0,1,1,0,0,0,0,0,6,1,0,6,0,1,0.0,0.0,1
3269645694,en,1411,0,0,1,6,0,11,0,334,194,0,2621,918,0,1,1,0,0,0,0,0,3,0,2,3,2,1,0.0,0.0,0
890851888777773056,en,3,0,1,1,11,1,15,0,0,0,0,167,209,0,1,1,0,0,0,0,0,2,13,20,0,0,0,0.0,0.0,0
50796940,en,3542,1,0,0,8,1,8,0,112,705,9,673,1267,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
772087976373387265,en,299,0,0,0,11,1,15,0,0,0,0,155,305,0,0,1,0,0,0,0,0,29,12,0,8,0,1,0.07,0.36,0
890673532342079489,en,2,0,0,1,15,1,15,0,0,0,2,159,230,0,0,1,0,0,0,0,0,18,5,85,4,0,0,0.0,0.0,0
118940046,en,3325,0,0,0,18,0,15,1,2406,18,42,2332,3362,0,0,0,0,0,1,0,0,4,1,0,17,0,0,0.0,0.0,1
877469928206417920,en,28,0,0,1,9,1,12,0,0,0,0,27,165,0,0,1,0,0,0,0,0,3,0,17,0,0,0,0.0,0.0,1
1111994599,en,2168,0,0,0,6,1,14,0,5,56,2,2079,3471,0,1,0,0,0,0,0,0,13,6,0,0,2,1,-0.3,0.8,1
243316582,en,2380,0,0,0,10,0,15,0,0,0,0,314,421,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
358418497,en,2194,0,1,0,9,0,11,0,176,227,0,2671,4374,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0.0,0.0,0
1294018664,en,2228,0,0,1,6,0,15,0,356,398,7,10053,6082,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
54089881,en,3091,0,0,0,15,1,8,0,203,1576,6,2455,5399,0,1,1,0,0,0,0,0,14,2,0,1,0,1,0.15,0.05,0
404253571,en,2752,0,1,0,14,0,12,1,2208,1331,91,6297,18440,0,1,0,0,0,7,0,0,20,11,3,5,0,1,0.0,0.0,0
39158155,en,3027,0,0,1,7,0,13,1,81,0,1,2392,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
21512032,en,3060,0,1,0,16,0,14,0,178,0,0,341,1765,0,1,0,0,0,0,0,0,11,1,0,1,0,1,0.0,0.0,0
876035889511706625,en,643,0,0,0,10,0,10,0,289,1740,6,13423,3114,0,0,1,0,0,0,0,0,11,4,0,7,0,1,0.0,0.0,0
868720775586607104,en,50,0,0,0,14,1,11,0,0,0,0,129,176,0,0,1,0,0,0,0,0,23,9,0,5,0,1,0.8,0.75,0
60979365,en,3019,0,0,0,13,0,7,0,15,30,0,1712,2101,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
336697809,en,2231,0,0,0,14,0,11,0,57,0,0,2857,3380,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
771876764863913986,en,300,0,0,0,18,0,15,0,0,0,0,201,412,0,0,1,0,0,0,1,0,19,17,0,77,0,1,0.25,0.25,0
1383161,en,4444,0,0,0,12,0,11,0,7519,410,441,10339,78112,0,1,0,0,0,0,0,5,11,10,0,10,0,1,0.0,0.0,0
255868650,en,2766,0,0,0,15,0,6,0,22,43,0,2248,726,0,0,0,0,0,0,0,0,9,1,0,2,0,1,0.0,0.0,1
818722777079435264,en,238,0,0,0,11,0,10,0,1,0,0,160,260,0,0,1,0,0,0,0,0,14,11,0,17,0,1,0.5,0.6,0
480798529,en,2031,0,0,0,15,0,14,0,17,28,0,2299,3137,0,0,0,1,0,0,0,0,5,2,0,3,0,1,0.0,0.0,1
815896250805387264,en,865,0,0,0,9,0,13,1,462,1186,5,106670,46409,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0.0,0.0,1
141913411,en,2658,0,0,1,6,1,7,0,7,41,1,1333,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
965467465,en,2367,0,0,0,3,1,13,0,447,260,5,3386,30794,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
35541024,en,3536,0,0,0,14,1,11,0,91,361,0,1159,1747,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
822693449061330944,en,177,0,0,0,13,0,12,0,1,0,1,142,224,0,0,1,0,0,0,0,0,15,4,0,3,0,1,0.17,0.37,0
771932999642480640,en,301,0,0,0,11,1,15,0,19,47,2,1332,1335,0,1,1,0,0,0,0,0,15,10,0,12,0,1,0.38,0.5,1
380388503,en,2760,0,1,0,19,0,10,0,78,459,0,2895,933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
34185008,en,3002,0,0,0,14,0,12,0,291,584,13,138,910,0,0,0,0,0,0,0,0,7,1,1,1,0,1,-0.45,0.43,0
410362824,en,2034,0,0,0,13,0,13,0,10,0,1,1232,1632,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1
1234806222,en,1798,0,0,0,5,0,11,1,569,4118,1,500,2289,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
4173867083,en,1281,0,0,0,12,0,11,1,187,672,46,1035,2525,0,1,0,0,0,0,0,0,18,4,0,6,0,1,0.47,0.47,0
34658407,en,3657,0,0,0,5,0,5,1,310,546,21,595,1670,0,1,0,0,0,0,0,1,11,5,0,10,0,1,0.25,0.3,0
820545649,en,1763,0,0,1,7,1,9,1,31,0,0,23,247,0,1,0,0,0,0,0,0,18,4,0,0,1,1,0.65,0.5,0
2186508405,en,1375,0,0,0,13,0,15,0,15,0,3,2188,3069,0,1,1,0,0,1,0,0,6,1,0,11,0,1,0.0,0.0,1
198920707,en,2985,0,0,0,9,0,9,0,3,17,2,1385,2031,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2224794793,en,1993,0,0,0,2,0,9,0,818,546,2,17621,2599,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0
855564349066231808,en,756,0,0,0,4,0,11,0,455,304,0,2190,4414,0,1,1,0,0,0,0,0,3,1,0,1,0,1,0.0,0.0,0
771549653712023552,en,965,0,0,0,13,0,15,1,5,30,1,2241,1179,0,0,1,0,0,0,0,0,26,7,0,16,0,1,0.25,0.25,1
166756667,en,2553,0,0,0,10,0,14,1,6,0,0,1316,1816,0,0,1,0,0,0,0,0,4,1,0,1,0,1,0.5,0.5,1
274212548,en,2286,0,0,0,12,0,13,0,4,0,1,1107,1636,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
849266279848562689,en,52,0,0,0,5,1,15,0,1,0,0,17,143,0,0,1,0,0,0,0,0,8,2,0,2,1,1,0.0,0.0,1
240111005,en,2409,0,0,0,17,0,15,1,65,0,1,2523,3527,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0.0,0.0,1
261317734,en,2994,0,1,0,14,0,11,0,165,266,10,1246,11917,0,1,0,0,0,0,0,0,19,6,0,6,0,1,0.0,0.0,0
77421622,en,3504,0,0,0,18,0,7,1,378,263,3,1103,16811,0,1,1,0,0,0,0,0,9,4,0,5,0,1,0.38,0.5,0
828344270411223040,en,171,0,0,0,5,1,15,0,1,41,0,21,178,0,1,1,0,0,0,0,0,16,4,0,2,1,1,0.0,0.0,1
1595478103,en,2132,0,1,0,10,0,10,1,854,443,6,20448,11064,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0.0,0.0,0
772747573329297408,en,300,0,0,0,12,0,12,0,0,0,0,258,505,0,0,1,0,0,0,0,0,17,14,0,11,0,1,-0.25,0.15,0
2174612417,en,2000,0,0,1,4,0,8,1,650,352,4,8491,3742,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
18851936,en,3146,0,0,0,12,1,7,0,74,66,1,513,1045,0,0,1,0,0,0,0,0,6,0,0,1,0,1,-0.37,0.55,0
144860594,en,2650,0,0,0,13,1,14,0,7,8,1,1358,1950,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
818657869,en,2439,0,0,0,10,0,11,1,860,783,5,1565,40474,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0.0,0.0,1
236140249,en,3048,0,0,0,4,0,9,0,1281,1231,19,1000,19394,0,1,1,0,0,1,0,0,13,4,0,5,0,1,0.6,0.67,0
21358962,en,3108,0,0,0,17,1,14,0,10,0,0,1012,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
87165040,en,2845,0,0,0,13,0,13,0,26,212,1,1984,2877,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
376402153,en,2795,0,0,0,11,0,10,1,4084,4401,51,2004,11809,0,0,1,0,0,0,0,0,24,7,0,11,2,1,-0.12,0.38,1
207165842,en,2496,0,0,0,4,0,11,0,338,0,1,2806,9274,0,1,0,0,0,0,0,0,14,2,2,2,1,1,0.0,0.0,1
256388924,en,2993,0,0,0,12,0,11,0,210,410,33,4867,1073,0,1,1,0,0,0,0,0,15,6,0,4,0,1,0.14,0.5,0
128986726,en,2701,0,0,0,19,0,14,0,13,0,0,1117,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
855394628,en,1788,0,0,0,15,1,14,0,171,87,0,2265,2990,0,1,1,0,0,0,0,0,17,2,0,2,0,1,0.14,0.5,1
202122581,en,2800,0,0,0,13,0,8,1,11,50,0,508,744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
902449356904685568,en,7,0,0,0,13,0,13,0,1,0,0,128,212,0,0,1,0,0,0,0,0,29,7,0,13,0,1,0.7,0.6,0
771900966639538176,en,301,0,0,0,13,1,15,0,23,47,0,1332,1329,0,1,1,0,0,0,0,0,18,5,0,6,0,1,0.0,0.5,1
355480528,en,2807,0,1,0,11,0,15,1,289,183,4,10001,9866,0,1,0,0,0,0,0,1,11,3,0,1,2,1,0.03,0.15,0
313518528,en,2375,0,0,1,4,0,12,0,264,0,5,4982,18653,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0
605819946,en,2531,0,0,1,18,1,5,0,530,200,5,7281,30347,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0.0,0.0,0
79836413,en,2850,0,0,0,15,1,12,1,249,0,0,5,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
2612594052,en,1143,0,0,0,3,1,9,0,20,0,3,2795,3174,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
151738445,en,2638,0,1,0,11,0,10,0,14,0,0,2521,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
429775677,en,2680,0,0,0,18,1,15,0,25,285,1,2179,3108,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
102431675,en,3418,0,0,0,13,1,6,0,149,441,11,858,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
2217040310,en,1998,0,0,1,6,0,10,0,345,225,2,24213,18748,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
27214061,en,3015,0,0,0,17,0,12,0,99,0,1,18,1546,0,1,0,0,0,0,0,0,13,3,0,5,2,1,0.0,0.65,0
1642630530,en,1482,0,0,0,11,0,10,0,11,90,0,1122,1558,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
713486583522074624,en,1148,0,0,0,5,0,7,0,546,3753,4,11254,23800,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
219593409,en,2458,0,0,1,2,1,12,0,11,149,0,385,106,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
109480103,en,2758,0,0,0,7,0,7,0,11,42,2,1324,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
124045815,en,2716,0,0,0,14,0,15,0,37,235,0,1804,3575,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
513915914,en,1966,0,0,0,12,0,13,0,5,0,0,634,1023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
878725270672420866,en,34,0,0,0,11,0,11,0,1,0,0,127,205,0,0,1,0,0,0,0,0,9,7,1,6,0,1,0.0,0.0,1
317778962,en,2873,0,0,0,5,0,10,0,108,623,3,358,489,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
